"frost","NY1","50","N","N"," ","fr∑∫{∞}st","MS"," ",1
"black frost","NY10A","435","O","N"," ","bl·∫k$fr∂´∫{∞}st","MS"," ",40
"dew","NY10A","435","N","Y"," ","duº∫","MS","INA",40
"frost","NY10B!","436!","N","N"," ","fr∑Ω∫{∞}st","MS"," ",41
"heavy frost","NY10B!","436!","O","N"," ","h≤v±ø´$fr∑Ω∫{∞}st","MS"," ",41
"dew","NY10B!","436!","N","Y"," ","duº∫","MS","INA",41
"frost","NY11","438","N","N"," ","fr∂´∫{∞}st","MS"," ",42
"killing frost","NY11","438","O","N"," ","k{h}±øÏ±øÓ$fr∂´∫{∞}st","MS"," ",42
"black frost","NY11","438","O","N"," ","bl·k$fr∑∫st","MS"," ",42
"dew","NY11","438","N","Y"," ","duΩº∫","MS","INA",42
"black frost","NY12A","439(*)","O","N"," ","bÏ·´k$fr∑∫{∞}st","MS"," ",43
"frost","NY12A","439(*)","N","N"," ","fr∑∫{∞}st","MS"," ",43
"dew","NY12A","439(*)","N","Y"," ","duΩº∫","MS","INA",43
"dew","NY12A","439(*)","N","Y"," ","d±æu","MS","AUX/INA",43
"frost","NY12B","440","N","N"," ","fr∑Ω∫{∞}st","MS"," ",44
"black frost","NY12B","440","O","N"," ","bl·k$fr∑Ω∫{∞}st","MS"," ",44
"dew","NY12B","440","N","Y"," ","dπºu","MS","INA",44
"black frost","NY12C!","441!","O","N"," ","bl·k$fr∑∫{∞}st","MS"," ",45
"frost","NY12C!","441!","N","N"," ","fr∑∫{∞}st","MS"," ",45
"dew","NY12C!","441!","N","Y"," ","d±´uº","MS","INA",45
"frost","NY13A","443","N","N"," ","fr∑∫{∞}st","MS"," ",46
"heavy frost","NY13A","443","O","N"," ","h≤v±ø´$fr∑∫{∞}st","MS"," ",46
"dew","NY13A","443","N","Y"," ","du∫","MS","INA",46
"heavy frost","NY13B!","444!","O","N"," ","h≤v±ø´$fr∑´∫st","MS"," ",47
"frost","NY13B!","444!","N","N"," ","fr∑´∫{∞}st","MS"," ",47
"black frost","NY13B!","444!","O","Y","sister-in-law","Âbl·∫k$ıfr∑´∫st","MS","HRD",47
"dew","NY13B!","444!","N","Y"," ","du∫","MS","INA",47
"frost","NY14A","445","N","N"," ","fr∂´∫{∞}st","MS"," ",48
"hard freeze","NY14A","445","O","N"," ","ıhµ∫¥d$Âfri∫z","MS"," ",48
"dew","NY14A","445","N","Y"," ","duº∫","MS","INA",48
"freeze","NY14B","446","N","N"," ","friΩiz","MS"," ",49
"frost","NY14B","446","N","N"," ","fr∂´∫{∞}st","MS"," ",49
"dew","NY14B","446","N","Y"," ","duº∫","MS","INA",49
"black frost","NY15A","447","O","N"," ","bÏ·´k$fr∂´∫{∞}st","MS"," ",50
"frost","NY15A","447","N","N"," ","fr∂´∫{∞}st","MS"," ",50
"dew","NY15A","447","N","Y"," ","du∫","MS","INA",50
"frost","NY15B","448","N","N"," ","fr∂∫{∞}st","MS"," ",51
"killing frost","NY15B","448","O","N"," ","k±æÏ±øÓ$fr∂∫{∞}st","MS"," ",51
"dew","NY15B","448","N","Y"," ","d±øu","MS","INA",51
"frost","NY16A","449","N","N"," ","fr∑´:{∞}st","MS"," ",52
"black frost","NY16A","449","O","N"," ","bl·´k$fr∑´:{∞}st","MS"," ",52
"dew","NY16A","449","N","Y"," ","du:","MS","INA",52
"heavy frost","NY16B","450","O","N"," ","h≤v±ø´$fr∑∫st","MS"," ",53
"frost","NY16B","450","N","N"," ","fr∑∫st","MS"," ",53
"dew","NY16B","450","N","Y"," ","du∫","MS","INA",53
"black frost","NY17A","451(*)","O","N"," ","bl·∫k$fr∂´∫st","MS"," ",54
"frost","NY17A","451(*)","N","N"," ","fr∂´∫st","MS"," ",54
"freeze","NY17A","451(*)","N","N"," ","friΩiz","MS"," ",54
"black frost","NY17A","451(*)","O","Y"," ","bl·k$fr∂´∫st","MS","AUX",54
"dew","NY17A","451(*)","N","Y"," ","d±æuº","MS","INA",54
"dew","NY17A","451(*)","N","Y"," ","du:","MS","AUX/INA",54
"heavy frost","NY17B","452","O","N"," ","h≤v±ø´º$fr∂´∫{∞}st","MS"," ",55
"frost","NY17B","452","N","N"," ","fr∂´∫{∞}st","MS"," ",55
"dew","NY17B","452","N","Y"," ","du∫","MS","INA",55
"frost","NY18A","453","N","N"," ","fr∂´:st","MS"," ",56
"killing frost","NY18A","453","O","N"," ","k{h}±ΩæÏ∞n$fr∂´:st","MS"," ",56
"dew","NY18A","453","N","Y"," ","d±øuº","MS","INA",56
"hard frost","NY18B","454","O","N"," ","haæ¥d$fr∂´∫{∞}st","MS"," ",57
"frost","NY18B","454","N","N"," ","fr∂´∫{∞}st","MS"," ",57
"dew","NY18B","454","N","Y"," ","d±øu","MS","INA",57
"frost","NY18C!","455!","N","N"," ","fr∑∫{∞}st","MS"," ",58
"hard frost","NY18C!","455!","O","N"," ","hµ:d$fr∑∫{∞}st","MS"," ",58
"dew","NY18C!","455!","N","Y"," ","djuº∫","MS","INA",58
"black frost","NY19","456","O","N"," ","bl·´k$fr∂´∫{∞}st","MS"," ",59
"frost","NY19","456","N","N"," ","fr∂´∫{∞}st","MS"," ",59
"dew","NY19","456","N","Y"," ","du∫","MS","INA",59
"frost","NY20A","457","N","N"," ","fr∑∫st","MS"," ",60
"freeze","NY20A","457","N","N"," ","fri∫z","MS"," ",60
"dew","NY20A","457","N","Y"," ","d±øæu∫","MS","INA",60
"black frost","NY20B","458","O","N"," ","bÏ·º∫k$fr∂´∫{∞}st","MS"," ",61
"frost","NY20B","458","N","N"," ","fr∂´∫{∞}st","MS"," ",61
"dew","NY20B","458","N","Y"," ","d±øuº","MS","INA",61
"frost","NY21","459","N","N"," ","fr∂´∫{∞}st","MS"," ",62
"killing frost","NY21","459","O","N"," ","k±l±øÓ$fr∂´∫{∞}st","MS"," ",62
"dew","NY21","459","N","Y"," ","du{w}","MS","INA",62
"heavy frost","NY22","460","O","N"," ","h≤v±ø´$fr∑Ω:{∞}st","MS"," ",63
"frost","NY22","460","N","N"," ","fr∑Ω:{∞}st","MS"," ",63
"black frost","NY22","460","O","N"," ","bl·∫k$fr∑Ω:{∞}st","MS"," ",63
"dew","NY22","460","N","Y"," ","du:","MS","INA",63
"NR","NY23A","461"," ","N"," "," ","MS"," ",64
"white frost","NY23B","462a","O","N"," ","hwa´±øºt$frè∑∫{∞}st","MS"," ",65
"freeze","NY23B","462a","N","N"," ","frè±´∫jz","MS"," ",65
"frost","NY23B","462a","N","N"," ","frè∑∫{∞}st","MS"," ",65
"hoarfrost","NY23C","462b","N","N"," ","Âho¥frè∂´∫{∞}st","MS"," ",66
"frost","NY23C","462b","N","N"," ","frè∂´∫{∞}st","MS"," ",66
"black frost","NY23C","462b","O","N","colder [than frost or hoarfrost]","Â{bè}bl·k$ıfrﬁ{∞}st","MS"," ",66
"black frost","NY23C","462b","O","N","colder [than frost or hoarfrost]","Â{bè}bl·k$ıfrèóﬁs","MS"," ",66
"black frost","NY24A","463","O","N"," ","bl·k$fr∂´∫{∞}st","MS"," ",67
"frost","NY24A","463","N","N"," ","fr∂´∫{∞}st","MS"," ",67
"freeze","NY24A","463","N","N"," ","fri∫z","MS"," ",67
"dew","NY24A","463","N","Y"," ","d±´ºuº","MS","INA",67
"frost","NY24B!","464!","N","N"," ","fr∂´∫{∞}st","MS"," ",68
"black frost","NY24B!","464!","O","N"," ","bl·∫k$fr∂´∫{∞}st","MS"," ",68
"dew","NY24B!","464!","N","Y"," ","duæ:","MS","INA",68
"white frost","NY25A","465","O","N"," ","hwµ´º±øt$frè∑Ω∫{∞}st","MS"," ",69
"black frost","NY25A","465","O","N"," ","bl·Ωk$frè∑Ω∫{∞}st","MS"," ",69
"frost","NY25A","465","N","N"," ","frè∑Ω∫{∞}st","MS"," ",69
"frost","NY25A","465","N","N"," ","frèﬁº{∞}s","MS","CNV",69
"freeze","NY25B","466","N","N"," ","frèiΩiz","MS"," ",70
"white frost","NY25B","466","O","N"," ","Âhwµ±øt$ıfrè∂î´∫{∞}st","MS"," ",70
"frost","NY25B","466","N","N"," ","frè∂∫{∞}st","MS"," ",70
"frosty","NY25B","466","A","Y"," ","Âfrè∑Ω∫{∞}st±´{i}","MS","INA/CNV",70
"black frost","NY26A","467","O","N","only on trees","ÂbÏ·k$ıfrè∂´s","MS"," ",71
"freeze","NY26A","467","N","N"," ","frèiΩiz","MS"," ",71
"frost","NY26A","467","N","N"," ","frè∑Ω∫s","MS","CNV",71
"frost","NY26A","467","N","N"," ","frè∑Ωst","MS","CNV",71
"frost","NY26B","468","N","N"," ","frèµæ{∞}st","MS"," ",72
"white frost","NY26B","468","O","N"," ","ıhw∞Ω±æt$Âfrè∂´{∞}st","MS"," ",72
"black frost","NY26B","468","O","N"," ","bÏ·Ωk$frè∂´{∞}st","MS"," ",72
"freeze","NY26B","468","N","N"," ","fri∫z","MS"," ",72
"NR","NY26C","469"," ","N"," "," ","MS"," ",73
"white frost","NY27A","470","O","N"," ","hw•±øt$frè∂´∫{∞}st","MS"," ",74
"hard frost","NY27A","470","O","N"," ","ıhµ¥d$Âfr∂´∫st","MS"," ",74
"black frost","NY27A","470","O","N","""brings a rain¢","bÏ·k$frè∂´∫{∞}st","MS"," ",74
"frost","NY27A","470","N","N"," ","frèﬁº{∞}st","MS"," ",74
"frost","NY27A","470","N","N"," ","frè∂´∫{∞}st","MS"," ",74
"brings a rain","NY27A","470","E","Y"," ","br±Óz$∞$ÂreΩ∫±øn","MS","INA",74
"frost","NY27B","471","N","N"," ","fr∑Ω∫s","MS","CNV",75
"black frost","NY27C","472","O","N","sure sign of winter","ÂbÏ·k$ıfrè∂´∫{∞}s","MS"," ",76
"common frost","NY27C","472","O","N"," ","Âkµm∞´n$ıfrè∂´∫{∞}s","MS"," ",76
"frost","NY27C","472","N","N"," ","frè∂´∫st","MS"," ",76
"freeze","NY27C","472","N","N","harder [than frost]","frèiΩiz","MS"," ",76
"frosty","NY27C","472","A","Y"," ","frè∂´∫st±´æ{iæ}","MS","INA",76
"hard frost","NY28A","473a","O","N"," ","Âhµé¥d$ıfrè∑Ω∫s","MS"," ",77
"white frost","NY28A","473a","O","N"," ","Âhw•´±øt$frè∂∫st","MS"," ",77
"black frost","NY28A","473a","O","N"," ","bÏ·k$frè∂∫st","MS"," ",77
"frost","NY28A","473a","N","N"," ","frèﬁ∫st","MS"," ",77
"hoarfrost","NY28A","473a","N","N"," ","ÂhoéΩº¥frè∂∫st","MS"," ",77
"killing frost","NY28A","473a","O","N"," ","k±´l±øºÓ$frè∂∫st","MS"," ",77
"frost","NY28A","473a","N","N"," ","frè∂∫st","MS"," ",77
"black frost","NY28B","473b(*)","O","N","kills everything","bÏ·k$frè∂´∫{∞}st","MS"," ",78
"white frost","NY28B","473b(*)","O","N"," ","Âhw•´±øt$ıfrè∂´∫{∞}st","MS"," ",78
"frost","NY28B","473b(*)","N","N"," ","fr∑Ω∫{∞}st","MS"," ",78
"hard frost","NY28B","473b(*)","O","N"," ","Âhµ¥d$ıfr∑Ω∫st","MS"," ",78
"NR","NY28C"," "," ","N"," "," ","MS"," ",79
"light frost","NY29A","474a","O","N"," ","Âl•±øt$ıfr∑Ω∫{∞}st","MS"," ",80
"frost","NY29A","474a","N","N"," ","fr∑Ω∫{∞}st","MS"," ",80
"heavy frost","NY29A","474a","O","N","freezes","Âh≤´v±´æ$fr∑Ω∫{∞}st","MS"," ",80
"frost","NY29B","474b","N","N"," ","frè∂´∫{∞}s","MS","CNV",81
"white frost","NY29B","474b","O","N"," ","Âw•´±øt$ıfrè∂´{s}","MS"," ",81
"hard frost","NY29B","474b","O","N","freezes ground","Âhµ¥{d}$ıfrèﬁó∫{∞}s","MS"," ",81
"white frost","NY29C","474c","O","N"," ","hw∞±øºt$frè∑Ω∫{∞}st","MS"," ",82
"killing frost","NY29C","474c","O","N"," ","ık`±Ïn$Âfrè∑Ω∫{∞}st","MS"," ",82
"light frost","NY29C","474c","O","N"," ","Âl∞±øºt$ıfrè∑Ω∫{∞}st","MS"," ",82
"freeze","NY30A","475a","N","N"," ","friΩ∫{i}z","MS"," ",83
"frost","NY30A","475a","N","N"," ","fr∑Ω∫{∞}st","MS"," ",83
"freeze","NY30B","475b","N","N","colder [than heavy frost]","fr±´iz","MS"," ",84
"heavy frost","NY30B","475b","O","N"," ","h≤´v±´æ$frè∂st","MS"," ",84
"white frost","NY30B","475b","O","N"," ","hw•±øºt$frè∂st","MS"," ",84
"frost","NY30B","475b","N","N"," ","fr∂´∫{∞}st","MS","CNV",84
"slight frost","NY30B","475b","O","N"," ","slè•±øºt$frè∂st","MS"," ",84
"NR","NY30C","475c"," ","N"," "," ","MS"," ",85
"NR","NY30D","475d"," ","N"," "," ","MS"," ",86
"freeze","NY30E","475e","N","N"," ","fri∫z","MS"," ",87
"frost","NY30E","475e","N","N"," ","frè∂{∞}st","MS"," ",87
"freeze-up","NY30E","475e","N","Y"," ","Âfrèi∫z$ı∏´p","MS","AUX",87
"black frost","NY30E","475e","O","Y"," ","ÂbÏ·k$ıfr∑Ω∫{∞}st","MS","AUX",87
"black frost","NY30E","475e","O","Y"," ","ÂbÏ·k$ıfrè∂{∞}st","MS","HRD",87
"white frost","NY31A","478a","O","N"," ","Âhw•´±øt$ıfÚè∑Ω∫{∞}st","MS"," ",88
"black frost","NY31A","478a","O","N","very bad","Âbl·k$ıfÚè∑Ω∫{∞}st","MS"," ",88
"frost","NY31A","478a","N","N"," ","fÚè∂´s","MS","CNV",88
"freeze","NY31A","478a","N","N"," ","fÚiΩæiz","MS"," ",88
"hard frost","NY31A","478a","O","N"," ","Âhµ¥d$ıfÚ∂´{∞}st","MS"," ",88
"white frost","NY31B","478b","O","N"," ","Âhw∞±øºt$ıfrè∂´{∞}s","MS"," ",89
"hoarfrost","NY31B","478b","N","N"," ","Âhoº∞ıfÚ∂´st","MS"," ",89
"killing frost","NY31B","478b","O","N"," ","k±l±øÓ$fÚ∂´st","MS"," ",89
"freeze","NY31B","478b","N","N"," ","fÚèiΩæ∫iz","MS"," ",89
"black frost","NY31B","478b","O","N"," ","bl·k$fÚ∂´st","MS"," ",89
"white frost","NY32A","479a","O","N"," ","Âhw•´±øt$ıfÚ∂´st","MS"," ",90
"hard frost","NY32A","479a","O","N"," ","Âhµ¥d$ıfÚè∂´s","MS"," ",90
"freeze-up","NY32A","479a","N","N"," ","fÚèiΩiz∞´p","MS"," ",90
"frost","NY32A","479a","N","N"," ","fÚè∑Ωst","MS"," ",90
"gray frost","NY32A","479a","O","N","not so damaging","ÂgÚáeΩ{±ø}$ıfÚ∑Ω∫st","MS"," ",90
"light frost","NY32B","479b","O","N"," ","ÂÏ•±øt$ıfÚè∂st","MS"," ",91
"black frost","NY32B","479b","O","N","harder [than frost]","bÏ·k$fÚè∂st","MS"," ",91
"frost","NY32B","479b","N","N"," ","fÚè∂î{∞}st","MS"," ",91
"hard frost","NY32B","479b","O","N"," ","Âhµé´¥d$ıfÚè∂st","MS"," ",91
"frost","NY33A","480","N","N"," ","fr∂´∫{∞}st","MS"," ",92
"frost","NY33B","481","N","N"," ","fr∂∫{∞}st","MS"," ",93
"white frost","NY33B","481","O","N"," ","ÂÀwµ±øt$ıfrè∂∫{∞}st","MS"," ",93
"white frost","NY33B","481","O","N"," ","{À}w∞Ω±øºt$frè∂∫{∞}st","MS"," ",93
"white frost","NY33C","482","O","N"," ","hw∞±øºt$fr∑Ω∫{∞}st","MS"," ",94
"frost","NY33C","482","N","N"," ","fr∑Ω∫{∞}st","MS"," ",94
"frost","NY34A","483","N","N"," ","fÚè∂î{∞}st","MS","CNV",95
"hard freeze","NY34A","483","O","N"," ","ıh·¥d$ÂfÚèiΩiz","MS"," ",95
"white frost","NY34A","483","O","N"," ","Âhw•±øt$ıfr∑Ω∫s","MS"," ",95
"black frost","NY34A","483","O","N"," ","Âb≈·k$ıfÚè∑Ωºs","MS"," ",95
"late frost","NY34A","483","O","N"," ","ÂleΩ±øt$ıfÚè∑Ω∫s","MS","CNV",95
"NR","NY34B","484"," ","N"," "," ","MS"," ",96
"NR","NY34C","485"," ","N"," "," ","MS"," ",97
"hoarfrost","NY34D!","486!","N","N"," ","Âhoøæ∞ıfrè∂´s","MS"," ",98
"hard freeze","NY34D!","486!","O","N"," ","ıhµ∫∞d$ÂfrèiΩiz","MS"," ",98
"frost","NY34D!","486!","N","N"," ","frè∂´st","MS"," ",98
"white frost","NY34D!","486!","O","N"," ","Âhw•±øt$ıfrè∑Ωst","MS"," ",98
"freeze-up","NY34D!","486!","N","N"," ","ÂfrèiΩiz∞´p","MS"," ",98
"black frost","NY35A","487","O","N"," ","bÏ·k$fr∂´∫{∞}st","MS"," ",99
"frost","NY35A","487","N","N"," ","fr∂´∫{∞}st","MS"," ",99
"dew","NY35A","487","N","Y"," ","duº∫","MS","INA",99
"frost","NY35B","488","N","N"," ","fr∂´∫{∞}st","MS"," ",100
"freeze","NY35B","488","N","N"," ","fri∫z","MS"," ",100
"dew","NY35B","488","N","Y"," ","du∫","MS","INA",100
"frost","NY35C!","489!","N","N"," ","fr∂´{∞}st","MS"," ",101
"black frost","NY35C!","489!","O","N"," ","ÂbÏ·k$fr∂´{∞}st","MS"," ",101
"dew","NY35C!","489!","N","Y"," ","du∫","MS","INA",101
"frost","NY36A","491","N","N"," ","fr∂´∫{∞}st","MS"," ",102
"black frost","NY36A","491","O","N"," ","bl·∫k$fr∂´∫{∞}st","MS"," ",102
"dew","NY36A","491","N","Y"," ","d±ø›´uº","MS","INA",102
"frost","NY36B","492","N","N"," ","fr∂´∫{∞}st","MS"," ",103
"black frost","NY36B","492","O","N"," ","bl·k$fr∂´∫{∞}st","MS"," ",103
"dew","NY36B","492","N","Y"," ","d±øu","MS","INA",103
"black frost","NY37A","493","O","N"," ","bl·k$fr∂´º∫st","MS"," ",104
"frost","NY37A","493","N","N"," ","fr∂´º∫st","MS"," ",104
"dew","NY37A","493","N","Y"," ","d±øu","MS","INA",104
"frost","NY37B","494","N","N"," ","fr∂´∫{∞}st","MS"," ",105
"black frost","NY37B","494","O","N"," ","bÏ·´k$fr∂´∫{∞}st","MS"," ",105
"dew","NY37B","494","N","Y"," ","du∫","MS","INA",105
"frost","NY37C!","495!","N","N"," ","fr∂´∫{∞}st","MS"," ",106
"dew","NY37C!","495!","N","Y"," ","du∫","MS","INA",106
"frost","NY38A","497(*)","N","N"," ","fr∂´∫{∞}st","MS"," ",107
"hard frost","NY38A","497(*)","O","N"," ","hµ¥d$fr∂´∫{∞}st","MS"," ",107
"dew","NY38A","497(*)","N","Y"," ","d±øu","MS","INA",107
"frost","NY38B","498","N","N"," ","fr∂´∫{∞}st","MS"," ",108
"black frost","NY38B","498","O","N"," ","bl·∫k$fr∂´∫{∞}st","MS"," ",108
"dew","NY38B","498","N","Y"," ","du:","MS","INA",108
"frost","NY38C"," ","N","N"," ","fr∑Ω∫{∞}st","MS"," ",109
"black frost","NY38C"," ","O","N"," ","bÏ·k$fr∑Ω∫{∞}st","MS"," ",109
"dew","NY38C"," ","N","Y"," ","duΩº∫","MS","INA",109
"frost","NY39A","499","N","N"," ","fr∂´∫{∞}st","MS"," ",110
"freeze","NY39A","499","N","N"," ","fri∫z","MS"," ",110
"dew","NY39A","499","N","Y"," ","du∫","MS","INA",110
"frost","NY39B","500","N","N"," ","fr∂´∫{∞}st","MS"," ",111
"black frost","NY39B","500","O","N"," ","bl·∫k$fr∂´∫{∞}st","MS"," ",111
"dew","NY39B","500","N","Y"," ","du{w}","MS","INA",111
"frost","NY40A","501","N","N"," ","fr∂´∫{∞}st","MS"," ",112
"black freeze","NY40A","501","O","N"," ","bl·∫k$fri∫z","MS"," ",112
"dew","NY40A","501","N","Y"," ","duº∫","MS","INA",112
"frost","NY40B","502","N","N"," ","fr∂´∫{∞}st","MS"," ",113
"black frost","NY40B","502","O","N"," ","bl·´k$fr∂´∫{∞}st","MS"," ",113
"dew","NY40B","502","N","Y"," ","du∫","MS","INA",113
"frost","NY41","504","N","N"," ","fr∂´∫{∞}st","MS"," ",114
